concepto,descripcion,source,num_tokens
automatización no asistida,"La inteligencia artificial (abreviado: ia), en el contexto de las ciencias de la computación, es una disciplina y un conjunto de capacidades cognoscitivas e intelectuales expresadas por sistemas informáticos o combinaciones de algoritmos cuyo propósito es la creación de máquinas que imiten la inteligencia humana para realizar tareas, y que pueden mejorar conforme recopileninformación.",Wiki_SerpAPI,61
pruebas automatizadas,"En las pruebas de software, la automatización de pruebas es el uso de software separado del software que se está probando para controlar la ejecución de pruebas y la comparación de resultados reales con los resultados predichos.",Wiki_SerpAPI,39
automatización de flujos de trabajo,Mlops o ml ops es un paradigma que tiene como objetivo implementar y mantener modelos de aprendizaje automático en producción de manera confiable y eficiente.,Wiki_SerpAPI,26
optimización de procesos con rpa,"Una automatización robótica de procesos, o rpa (robotic process automation), es una forma naciente de automatización de los procesos de negocio que replica las acciones de un ser humano interactuando con la interfaz de usuario de un sistema informático, liberándose de la dependencia de apis de programación.",Wiki_SerpAPI,53
escalabilidad en rpa,"Una automatización robótica de procesos, o rpa (robotic process automation), es una forma naciente de automatización de los procesos de negocio que replica las acciones de un ser humano interactuando con la interfaz de usuario de un sistema informático, liberándose de la dependencia de apis de programación.",Wiki_SerpAPI,53
análisis predictivo en rpa,"La automatizacióninteligente (ia), o la automatización de procesos inteligente, es un término de software que se refiere a una combinación de inteligencia artificial (ia) y automatización de procesos robóticos (rpa).",Wiki_SerpAPI,39
inteligencia artificial en rpa,"La automatizacióninteligente (ia), o la automatización de procesos inteligente, es un término de software que se refiere a una combinación de inteligencia artificial (ia) y automatización de procesos robóticos (rpa).",Wiki_SerpAPI,39
automatización de atención al cliente,"El aprendizaje automático (aa); también llamado automatizado, computacional, de máquinas, o maquinal (del inglés machine learning, ml), es el subcampo de las ciencias de la computación y una rama de la inteligencia artificial, cuyo objetivo es desarrollar técnicas que permitan que las computadoras aprendan.",Wiki_SerpAPI,56
transformada rápida de fourier,"Una transformación rápida de fourier (fft) es un algoritmo que calcula la transformación discreta de fourier (dft) de una secuencia, o su inverso (idft).",Wiki_SerpAPI,32
filtro pasa altos,Un filtro de paso alto (hpf) es un filtro electrónico que pasa señales con una frecuencia superior a cierta frecuencia de corte y atenúa señales con frecuencias inferiores a la frecuencia de corte.,Wiki_SerpAPI,36
filtro rechaza banda,Los clasificadores naive bayes son populares estadísticas técnicas de filtrado de email.,Wiki_SerpAPI,13
transformada z,"En matemáticas y procesamiento de señales, la transformación z convierte una señal de tiempo discreta, que es una secuencia de números reales o complejos, en una representación compleja de dominio de frecuencia valorada (dominio z o plano z).",Wiki_SerpAPI,44
análisis de espectro,"En el análisis de series de tiempo, el análisis de espectro singular (ssa) es un método de estimación espectral no paramétrica.",Wiki_SerpAPI,25
ruido en señales,La reducción de ruido es un proceso que consiste en eliminar el ruido de una señal.,Wiki_SerpAPI,17
filtrado digital,"El filtrado colaborativo (cf) es, además del filtrado basado en el contenido, una de las dos técnicas principales utilizadas por los sistemas de recomendación.",Wiki_SerpAPI,29
filtrado analógico,"En el aprendizaje automático, una red neuronal artificial (abreviada ann o nn) es un modelo dentro de los llamados sistemas conexionistas, inspirado en la estructura y función de las redes neuronales biológicas en los cerebros animales.",Wiki_SerpAPI,41
análisis de señales multiresolución,"En el procesamiento de señales, el procesamiento de señal multidimensional cubre todo el procesamiento de la señal realizado utilizando señales y sistemas multidimensionales.",Wiki_SerpAPI,25
heatmaps,Un mapa de calor (o mapa de calor) es una técnica de visualización de datos bidimensional que representa la magnitud de los valores individuales dentro de un conjunto de datos como color.,Wiki_SerpAPI,35
gráficos de área,Las redes neuronales graph (gnn) son redes neuronales artificiales especializadas diseñadas para tareas cuyas entradas son gráficos.,Wiki_SerpAPI,20
mapas coropléticos,"Un mapa de coro (del antiguo griego χῶρος (khôros) 'área, región' y πλῆθος (plêthos) 'multitud') es un tipo de mapa temático estadístico que utiliza la pseudocolor, lo que significa el color correspondiente con un agregado de un sumario de una característica geográfica dentro de la enumeración espatial de las unidades de enumeración espatial, como la densidad de la población o la densidad o percapita en el ingreso.",Wiki_SerpAPI,81
gráficos de densidad,"En estadísticas, la estimación de densidad del núcleo (kde) es la aplicación de suavizado del núcleo para la estimación de densidad de probabilidad, es decir, un método no paramétrico para estimar la función de densidad de probabilidad de una variable aleatoria basada en kernels como peso.",Wiki_SerpAPI,52
diagramas de sankey,"Los diagramas de sankey son una técnica de visualización de datos o un diagrama de flujo que enfatiza el flujo/movimiento/cambio de un estado a otro o una vez a otra, en la que el ancho de las flechas es proporcional a la velocidad de flujo de la propiedad extensa representada.",Wiki_SerpAPI,56
gráficos de boxen,Los gráficos por computadora se ocupan de la generación de imágenes y arte con la ayuda de las computadoras.,Wiki_SerpAPI,20
diagrama de hexágonos,Un diagrama de fluxo ou organigrama é un tipo de diagrama que representa un fluxo de traballo ou proceso.,Wiki_SerpAPI,20
mapas de flujo,Un diagrama de flujo es un tipo de diagrama que representa un flujo de trabajo o proceso.,Wiki_SerpAPI,18
gráficos de pirámides poblacionales,"Por su población, contabilizada en 6,029,976 habitantes en el año 2024, su densidad demográfica es de 286.",Wiki_SerpAPI,20
colores en visualización,"La visualización de datos e información (datos/vis o información de información/vis) es la práctica de diseñar y crear representaciones gráficas o visuales fáciles de comunicar y fácil de entender de una gran cantidad de datos e información cuantitativos y cualitativos complejos con la ayuda de elementos visuales estáticos, dinámicos o interactivos.",Wiki_SerpAPI,59
principios de percepción visual,"La filosofía de la inteligencia artificial es una rama de la filosofía de la tecnología que explora la inteligencia artificial y sus implicaciones para el conocimiento y la comprensión de la inteligencia, la ética, la conciencia, la epistemología y el libre albedrío.",Wiki_SerpAPI,46
pca,"El análisis de componentes principales (pca) es una técnica de reducción de dimensionalidad lineal con aplicaciones en análisis de datos exploratorios, visualización y preprocesamiento de datos.",Wiki_SerpAPI,30
"jpeg, png, tiff","Jpeg  es un método de compresión con pérdida común para imágenes digitales, particularmente para aquellas imágenes producidas por fotografía digital.",Wiki_SerpAPI,23
svm,"En el aprendizaje automático, las máquinas de vectores de soporte (svms, también de soporte de redes de vectores) se supervisan modelos máximos de margen con algoritmos de aprendizaje asociados que analizan datos para el análisis de clasificación y regresión.",Wiki_SerpAPI,44
knn,"En las estadísticas, el algoritmo de vecinos k-nearsest (k-nn) es un método de aprendizaje supervisado no paramétrico.",Wiki_SerpAPI,21
pca,"El análisis de componentes principales (pca) es una técnica de reducción de dimensionalidad lineal con aplicaciones en análisis de datos exploratorios, visualización y preprocesamiento de datos.",Wiki_SerpAPI,30
rnn,"Las redes neuronales recurrentes (rnn) son una clase de redes neuronales artificiales diseñadas para procesar datos secuenciales, como texto, voz y series de tiempo, donde el orden de los elementos es importante.",Wiki_SerpAPI,38
gan,Una red adversaria generativa (gan) es una clase de marcos de aprendizaje automático y un marco destacado para abordar la inteligencia artificial generativa.,Wiki_SerpAPI,26
nlp,El procesamiento del lenguaje natural (pnl) es un subcampo de la informática y especialmente la inteligencia artificial.,Wiki_SerpAPI,20
rnn,"Las redes neuronales recurrentes (rnn) son una clase de redes neuronales artificiales diseñadas para procesar datos secuenciales, como texto, voz y series de tiempo, donde el orden de los elementos es importante.",Wiki_SerpAPI,38
