concepto,descripcion,concept,source,num_tokens
asistentes virtuales,Aplicaciones que asisten a los usuarios en tareas específicas mediante automatización.,virtual assistants,GPT,12
ocr,Tecnología que convierte imágenes de texto en datos editables y procesables.,ocr,GPT,12
integración con apis,Método para conectar sistemas y servicios mediante interfaces de programación.,integration with apis,GPT,11
screen scraping,Técnica para extraer datos de pantallas o interfaces sin acceso directo al sistema.,screen scraping,GPT,14
automatización de procesos empresariales,Automatización de flujos de trabajo en operaciones comerciales complejas.,business process automation,GPT,10
gestión de credenciales en rpa,Prácticas para proteger y manejar credenciales utilizadas por bots.,credential management in rpa,GPT,10
bots desatendidos,Bots que funcionan de manera autónoma sin intervención humana.,unattended bots,GPT,10
bots atendidos,Bots que requieren interacción humana para completar ciertas tareas.,bots attended,GPT,10
programación visual,Creación de flujos de trabajo mediante herramientas de diseño visual sin necesidad de programación avanzada.,visual programming,GPT,16
plataformas de rpa,"Plataformas diseñadas para desarrollar, implementar y gestionar automatizaciones con rpa.",rpa platforms,GPT,12
herramientas de rpa,"Software como uipath, automation anywhere y blue prism utilizado para rpa.",rpa tools,GPT,13
automatización de formularios,Automatización de procesos que implican la entrada de datos en formularios.,form automation,GPT,12
automatización de tareas manuales,Reducción de tiempo y errores en tareas manuales a través de la automatización.,automation of manual tasks,GPT,14
automatización de flujos de datos,Procesos para mover datos entre sistemas de forma automática y eficiente.,data flow automation,GPT,12
análisis de procesos para rpa,Evaluación de tareas y procesos para identificar oportunidades de automatización.,rpa process analysis,GPT,11
documentación de procesos,Creación de documentación detallada sobre los procesos a automatizar.,process documentation,GPT,10
monitorización de bots,Seguimiento y evaluación del desempeño de bots durante la ejecución de procesos.,bots monitoring,GPT,13
gestión de excepciones,Gestión de errores y fallas durante la ejecución de procesos automatizados.,exception management,GPT,12
automatización de tareas repetitivas,Simplificación de tareas que implican repetición y seguimiento de reglas específicas.,automation of repetitive tasks,GPT,12
automatización asistida,Automatización que opera con la supervisión o asistencia de un usuario.,assisted automation,GPT,12
automatización no asistida,Automatización que opera completamente sin supervisión humana.,non -assisted automation,GPT,8
pruebas automatizadas,Uso de rpa para realizar pruebas de software automáticamente.,automated tests,GPT,10
automatización de flujos de trabajo,Automatización de tareas dentro de un flujo de trabajo empresarial.,automation of workflows,GPT,11
ciclo de vida de bots,Etapas desde el diseño hasta la implementación y mantenimiento de bots.,bots life cycle,GPT,12
impacto de rpa en el roi,Medición de los beneficios financieros y operativos obtenidos mediante rpa.,rpa impact on the roi,GPT,11
optimización de procesos con rpa,Mejoras en la eficiencia y calidad de procesos mediante automatización robótica.,rpa processes optimization,GPT,12
implementación de rpa,Pasos y consideraciones para introducir rpa en una organización.,rpa implementation,GPT,10
escalabilidad en rpa,Capacidad para aumentar la cantidad de bots o procesos automatizados según las necesidades.,scalability in rpa,GPT,14
rpa en la nube,Implementación de bots y procesos automatizados en entornos basados en la nube.,rpa in the cloud,GPT,13
seguridad en rpa,Prácticas para garantizar la seguridad de datos y sistemas en implementaciones rpa.,rpa security,GPT,13
análisis predictivo en rpa,Uso de análisis de datos para mejorar y optimizar procesos automatizados.,predictive analysis in rpa,GPT,12
inteligencia artificial en rpa,Integración de técnicas de ia para habilitar capacidades avanzadas en bots.,artificial intelligence in rpa,GPT,12
automatización cognitiva,Combinación de rpa con ia para manejar tareas complejas y no estructuradas.,cognitive automation,GPT,13
automatización de atención al cliente,Automatización de interacciones y servicios ofrecidos a los clientes.,customer service automation,GPT,10
procesamiento de señales,Estudio y análisis de señales para mejorar su interpretación o transmisión.,signal processing,GPT,12
señal continua,Señal que varía de forma continua en el tiempo o el espacio.,continuous sign,GPT,13
señal discreta,Señal definida solo en instantes discretos de tiempo.,discreet signal,GPT,9
frecuencia de muestreo,Frecuencia a la cual se toma una muestra de una señal continua.,sampling frequency,GPT,13
transformada de fourier,Técnica matemática para descomponer señales en sus componentes frecuenciales.,fourier transform,GPT,10
transformada rápida de fourier,Versión eficiente de la transformada de fourier para señales discretas.,fourier transformed,GPT,11
filtro pasa bajos,Filtro que permite pasar frecuencias bajas y atenúa las altas.,low pass filter,GPT,11
filtro pasa altos,Filtro que permite pasar frecuencias altas y atenúa las bajas.,filter passes high,GPT,11
filtro pasa banda,Filtro que permite pasar frecuencias dentro de un rango específico.,filter pass band,GPT,11
filtro rechaza banda,Filtro que elimina frecuencias dentro de un rango específico.,filter rejects band,GPT,10
transformada de laplace,Transformación para analizar señales en el dominio complejo.,laplace transform,GPT,9
transformada z,Herramienta matemática para analizar sistemas lineales discretos.,transformed z,GPT,8
convolución,Operación que combina dos señales para producir una tercera.,convolution,GPT,10
correlación cruzada,Medida de similitud entre dos señales en función del tiempo.,cross correlation,GPT,11
autocorrelación,Medida de similitud de una señal consigo misma en diferentes instantes.,autocorrelation,GPT,12
análisis de espectro,Análisis que identifica la distribución de energía en función de la frecuencia.,spectrum analysis,GPT,13
señales determinísticas,Señales cuya amplitud y características pueden predecirse completamente.,deterministic signals,GPT,9
señales aleatorias,Señales que contienen componentes impredecibles debido al ruido.,random signals,GPT,9
ruido en señales,Interferencias no deseadas que afectan la calidad de una señal.,noise in signals,GPT,11
sistema lineal e invariante en el tiempo,Sistemas cuyas propiedades no cambian con el tiempo y son lineales.,linear and invariant system in time,GPT,12
respuesta impulsiva,Respuesta de un sistema a una señal impulsiva.,impulsive response,GPT,9
respuesta en frecuencia,Descripción de cómo un sistema afecta las distintas frecuencias de una señal.,frequency response,GPT,13
modulación amplitud,Técnica de transmisión que varía la amplitud de la señal portadora.,amplitude modulation,GPT,12
modulación frecuencia,Técnica de transmisión que varía la frecuencia de la señal portadora.,frequency modulation,GPT,12
modulación de fase,Técnica de transmisión que varía la fase de la señal portadora.,phase modulation,GPT,12
señales digitales,Señales que consisten en valores discretos en el tiempo.,digital signals,GPT,10
señales analógicas,Señales que son continuas en el tiempo y varían suavemente.,analog signals,GPT,11
teorema de muestreo de nyquist,Principio que determina la frecuencia mínima de muestreo para evitar aliasing.,nyquist sampling theorem,GPT,12
aliasing,Fenómeno donde frecuencias altas se confunden con frecuencias bajas al muestrear.,aliasing,GPT,12
interpolación de señales,Método para reconstruir una señal continua a partir de muestras discretas.,signal interpolation,GPT,12
dizaje de señales,Reducción de la frecuencia de muestreo de una señal.,signal sale,GPT,10
análisis de tiempo frecuencia,Análisis que combina información del tiempo y la frecuencia de una señal.,frequency time analysis,GPT,13
filtrado digital,Procesamiento de señales en formato digital usando algoritmos.,digital filtrate,GPT,9
filtrado analógico,Procesamiento de señales usando circuitos y componentes físicos.,analog filtering,GPT,9
ruido blanco,Ruido con energía uniforme en todo el espectro de frecuencias.,white noise,GPT,11
ruido gaussiano,Ruido que sigue una distribución normal en sus valores.,gaussian noise,GPT,10
ruido de banda limitada,Ruido restringido a un rango específico de frecuencias.,limited band noise,GPT,9
detección de bordes en señales,Técnica para identificar cambios abruptos en señales.,border detection in signals,GPT,8
espectrogramas,Representación visual que muestra cómo cambian las frecuencias en el tiempo.,spectrograms,GPT,12
análisis de señales multiresolución,Análisis que descompone señales en diferentes niveles de detalle y resolución.,multi -purpose signal analysis,GPT,12
visualización de datos,"Técnica para representar datos visualmente, facilitando su interpretación y análisis.",data display,GPT,12
