concepto,descripcion,concept,source
transformación de datos,Aplicación de transformaciones matemáticas para mejorar la distribución de datos.,data transformation,GPT
escalado de características,Ajuste de escalas en los datos para facilitar comparaciones y análisis.,characteristics scaling,GPT
filtrado de datos,Eliminación de registros no deseados o irrelevantes en un conjunto de datos.,data filtering,GPT
eliminación de duplicados,Identificación y eliminación de registros duplicados en un conjunto de datos.,duplicate elimination,GPT
agrupación de datos,Reunión de datos similares en categorías o agrupaciones lógicas.,data grouping,GPT
muestreo de datos,Selección de una muestra representativa para reducir el tamaño de los datos.,data sampling,GPT
relleno de datos faltantes,Sustitución de valores faltantes utilizando estimaciones razonables.,feeding data filling,GPT
transformación logarítmica,Transformación matemática para estabilizar la varianza y hacer distribuciones más normales.,logarithmic transformation,GPT
reducción de dimensionalidad,Reducción del número de variables para simplificar modelos y análisis.,dimensionality reduction,GPT
conversión de tipos de datos,Cambio de formatos de datos para garantizar su compatibilidad con las herramientas utilizadas.,data type conversion,GPT
revisión de tipos de datos,Comprobación de que los datos tienen el tipo adecuado para cada columna.,data type review,GPT
consistencia de datos,Asegurarse de que los datos sean coherentes en formato y contenido.,data consistency,GPT
corrección de errores de entrada,Corrección de errores cometidos durante la entrada de datos manual o automática.,input errors correction,GPT
integración de datos,Unificación de datos provenientes de múltiples fuentes en un solo conjunto.,data integration,GPT
fusión de conjuntos de datos,Combinación de dos o más conjuntos de datos basándose en columnas comunes.,fusion of data sets,GPT
eliminación de columnas irrelevantes,Eliminación de columnas que no aportan valor al análisis.,elimination of irrelevant columns,GPT
filtrado de filas irrelevantes,Descartar filas que no son relevantes para el objetivo del análisis.,filtering of irrelevant ranks,GPT
interpolación de datos,Estimación de valores faltantes utilizando métodos matemáticos como interpolación lineal.,data interpolation,GPT
relleno con promedio,Rellenar valores faltantes con el promedio de la columna correspondiente.,filling with average,GPT
relleno con mediana,Rellenar valores faltantes con la mediana de la columna correspondiente.,stuffed with median,GPT
relleno con moda,Rellenar valores faltantes con la moda de la columna correspondiente.,fashion with fashion,GPT
identificación de valores extremos,Detección de valores que están fuera de un rango razonable o esperado.,identification of extreme values,GPT
recodificación de variables,Asignación de nuevos valores a variables para mejorar la claridad del análisis.,variable recoding,GPT
depuración de nombres de columnas,Estandarización y corrección de nombres de columnas en un conjunto de datos.,column name clothing,GPT
eliminación de espacios en blanco,Eliminación de espacios innecesarios en celdas de texto o nombres de columnas.,elimination of blank spaces,GPT
validación de rangos de datos,Comprobación de que los valores de datos están dentro de rangos predefinidos.,validation of data ranges,GPT
manejo de datos inconsistentes,Identificación y corrección de registros que tienen conflictos en su contenido.,inconsistent data management,GPT
codificación de fechas,Convertir datos de fechas en formatos consistentes para facilitar su análisis.,dates coding,GPT
verificación de integridad de datos,Asegurarse de que los datos estén completos y sean válidos en todas las columnas.,data integrity verification,GPT
aprendizaje supervisado,Tipo de aprendizaje donde el modelo se entrena con datos etiquetados.,supervised learning,GPT
aprendizaje no supervisado,Método de aprendizaje que encuentra patrones en datos no etiquetados.,unsupervised learning,GPT
aprendizaje por refuerzo,Técnica donde un agente aprende a maximizar recompensas en un entorno.,reinforcement learning,GPT
regresión lineal,Modelo para predecir una variable continua usando una relación lineal.,linear regression,GPT
regresión logística,Modelo utilizado para predecir probabilidades y clasificaciones binarias.,logistic regression,GPT
máquinas de soporte vectorial,Algoritmo que encuentra hiperplanos para separar clases en datos.,vectorial support machines,GPT
k nearest neighbors,Método basado en la proximidad para clasificar o predecir valores.,k nearest neighbors,GPT
árboles de decisión,Modelo basado en reglas que divide datos en ramas para clasificaciones o regresiones.,decision trees,GPT
bosques aleatorios,Conjunto de árboles de decisión que mejora la precisión al promediar resultados.,random forests,GPT
xgboost,Técnica avanzada de boosting para clasificación y regresión con alta precisión.,xgboost,GPT
lightgbm,Algoritmo de boosting optimizado para velocidad y eficiencia.,lightgbm,GPT
catboost,Método de boosting diseñado para manejar datos categóricos de manera efectiva.,catboost,GPT
naive bayes,Clasificador probabilístico basado en el teorema de bayes.,naive bayes,GPT
clustering,Técnica para agrupar datos en conjuntos basados en similitud.,clustering,GPT
k means,Método de agrupamiento que divide datos en k grupos según distancias.,k means,GPT
dbscan,Algoritmo de agrupamiento que identifica regiones densas en datos.,dbscan,GPT
hierarchical clustering,Método de agrupamiento que crea una jerarquía de clústeres.,hierarchical clustering,GPT
análisis de componentes principales,Técnica de reducción de dimensionalidad que encuentra las direcciones principales en datos.,main component analysis,GPT
t sne,Método para reducir dimensionalidad preservando relaciones locales en datos.,t sne,GPT
umap,Técnica para visualizar datos de alta dimensión en espacios más pequeños.,umap,GPT
redes neuronales artificiales,Modelo basado en capas de nodos interconectados para aprendizaje no lineal.,artificial neuronal networks,GPT
redes neuronales convolucionales,Tipo de red neuronal diseñada para procesar datos con estructura espacial.,convolutional neuronal networks,GPT
redes neuronales recurrentes,Red neuronal optimizada para procesar datos secuenciales.,recurrent neural networks,GPT
lstm,Arquitectura de red para manejar dependencias a largo plazo en secuencias.,lstm,GPT
gru,Variante de rnn que utiliza puertas para simplificar cálculos y mejorar rendimiento.,gru,GPT
transformers,Modelo basado en atención para procesar texto y secuencias eficientemente.,transformers,GPT
regresión ridge,Método de regresión que incluye penalización para reducir el sobreajuste.,ridge regression,GPT
regresión lasso,Método que restringe coeficientes de regresión para evitar sobreajuste.,lasso regression,GPT
elastic net,Modelo que combina regularización l1 y l2 para un mejor ajuste.,elastic net,GPT
algoritmos genéticos,Algoritmo inspirado en la evolución natural para optimización de soluciones.,genetic algorithms,GPT
máquinas de boltzmann,Modelo probabilístico que captura dependencias entre variables en redes.,boltzmann machines,GPT
autoencoders,Red diseñada para aprender representaciones comprimidas de datos.,self -chirers,GPT
redes adversarias generativas,Modelo que utiliza dos redes neuronales en competencia para generar datos nuevos.,generative adversary networks,GPT
bagging,Técnica que combina predicciones de múltiples modelos para reducir varianza.,bagging,GPT
boosting,"Método que mejora modelos secuencialmente, corrigiendo errores previos.",boosting,GPT
stacking,Ensamblaje que combina predicciones de múltiples modelos de manera jerárquica.,stacking,GPT
gradient boosting,Técnica de boosting basada en gradientes para mejorar precisión.,gradient boosting,GPT
regresión de procesos gaussianos,Método para modelar distribuciones y relaciones no lineales en datos continuos.,gaussian processes regression,GPT
clustering fuzzy c means,Técnica de agrupamiento que permite pertenencia parcial a múltiples clústeres.,clustering fuzzy c means,GPT
q learning,Algoritmo de refuerzo para aprender políticas óptimas en un entorno discreto.,q learning,GPT
procesamiento de lenguaje natural,Campo de la inteligencia artificial que se centra en la interacción entre computadoras y lenguaje humano.,natural language processing,GPT
tokenización,División de texto en unidades más pequeñas como palabras o subpalabras.,tokenization,GPT
lematización,Reducción de palabras a su forma base utilizando reglas lingüísticas.,lematization,GPT
stemización,Reducción de palabras a sus raíces eliminando afijos.,stemization,GPT
